Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Mitch Bratt","ARI",0.5449,0.5723,0.7234,4.3662,1.62,1.62,0,0,,9.234,39.445,9.5226,4.8079,4.47972,1.32764,2.6039,0.0361,0.3495,7.4945,7.30458,2.53791,2.87818,1.294,0.189999,0.0660134,0.12398529797792435,0.260953,1.31324,0.296173,0.712772,0.390224,,4.34053,0.0773888,0.0697825,999,,,,,,,33.30000000000001,3.700000000000001,37,4.111111111111111,9.09,6.63,5.28,4.34,3.62,3.02,2.48,1.98,1.44,5.43,5.15,4.96,4.8,4.65,4.51,4.36,4.2,3.98,"Mitch Bratt","sa3017719",683352
"Austin Peterson","CLE",1.5032,1.9148,1.3038,4.5,15.24,3.24,0,0.6803,,30.468,130.016,32.155,16.3455,15.234,4.8478,7.5825,0.3786,1.2153,22.5019,6.64688,2.23981,2.96761,1.432,0.17307,0.0583197,0.11475047841668129,0.265265,1.30424,0.290909,0.709912,0.405677,,4.59276,0.0762483,0.0819701,999,,,,,,,100.3,3.3433333333333333,108,3.6,8.5264,6.62249,5.52128,4.72765,4.08978,3.53978,3.03765,2.53947,1.98098,5.54067,5.26855,5.08642,4.93642,4.80036,4.6643,4.52218,4.36612,4.15399,"Austin Peterson","sa3020868",804926
"Grant Anderson","MIL",2.6926,2.7932,0,4.12914,56,0,0,9.496,,56,239.829,52.0824,27.6323,25.6924,7.57867,22.1074,1.6951,2.3659,54.7642,8.80139,3.55298,2.47719,1.218,0.228347,0.0921798,0.1361670047044754,0.241844,1.32482,0.29085,0.73227,0.406722,,4.24968,0.0758011,0.139561,999,,,,,,,254.80000000000013,4.5500000000000025,250,4.464285714285714,6.56,5.62,5.02,4.56,4.17,3.81,3.47,3.1,2.65,5.19,4.9,4.71,4.55,4.41,4.27,4.12,3.96,3.74,"Grant Anderson","20546",681982
"Tyler Alexander","TEX",3.2064,3.5686,0.514,4.5125,59.62,1.62,1.922,11.1769,,66.7568,286.689,69.5907,35.6325,33.4711,11.0445,18.325,1.7307,2.3253,54.4283,7.3379,2.47054,2.97017,1.489,0.189851,0.0639194,0.12593193352222443,0.261581,1.31695,0.291905,0.721612,0.345719,,4.58328,0.0753926,-0.0936536,999,,,,,,,280.49999999999994,4.186567164179103,294,4.388059701492537,7.28255,6.12562,5.41887,4.88411,4.43901,4.03704,3.64424,3.2467,2.7644,5.48969,5.23707,5.05576,4.90445,4.77313,4.64182,4.51051,4.35789,4.15658,"Tyler Alexander","17735",641302
"Beau Brieske","DET",2.3703,2.5276,0,4.28571,50,0,0,4.0273,,50,216.638,48.0175,25.5337,23.8095,6.75,20.3828,1.3531,1.6963,45.3267,8.15881,3.6689,2.22377,1.215,0.209228,0.0940869,0.11514092236757278,0.246802,1.36801,0.289633,0.727165,0.375925,,4.40181,0.0751932,-0.0444557,999,,,,,,,199.09999999999997,3.9819999999999993,199,3.98,6.85,5.84,5.21,4.72,4.3,3.92,3.56,3.17,2.7,5.35,5.06,4.87,4.71,4.56,4.42,4.27,4.11,3.89,"Beau Brieske","26079",689225
"Yerry De los Santos","NYY",2.1042,2.0104,0,3.98238,42,0,0,0.691,,42,181.582,41.6017,20.3292,18.5844,4.73667,16.2462,1.1972,1.5229,34.192,7.32686,3.48133,2.10462,1.015,0.188301,0.0894703,0.09883028268814087,0.253959,1.37733,0.295194,0.73255,0.495786,,4.24228,0.0751772,0.112577,999,,,,,,,158.10000000000002,3.7642857142857147,163,3.880952380952381,6.74,5.64,4.96,4.45,4.02,3.63,3.25,2.86,2.39,5.11,4.83,4.63,4.47,4.32,4.18,4.03,3.86,3.65,"Yerry De los Santos","21420",660787
"Tommy Kahnle",,2.3107,2.3914,0,4.19429,48,0,0,0,,48,210.158,46.4466,24.2705,22.3696,5.52533,22.2698,1.1052,1.9864,44.0228,8.25428,4.17559,1.97679,1.036,0.209475,0.105967,0.10350783169269562,0.249845,1.43159,0.300111,0.728849,0.463,,4.31331,0.0748876,0.108769,739.010009765625,,,,,,,177.80000000000004,3.7041666666666675,178,3.7083333333333335,6.84,5.81,5.16,4.67,4.25,3.86,3.49,3.1,2.63,5.32,5.03,4.83,4.66,4.51,4.37,4.22,4.05,3.83,"Tommy Kahnle","11384",592454
"Steven Cruz","KCR",2.1761,2.2322,0,4.30106,45,0,0,0.666,,45,195.312,43.3316,23.1354,21.5053,5.59,19.524,1.1461,1.9418,42.1367,8.42734,3.9048,2.1582,1.118,0.21574,0.0999631,0.11577732115983963,0.249253,1.39679,0.299253,0.721797,0.416375,,4.30834,0.0733083,0.104743,999,,,,,,,169.39999999999998,3.764444444444444,169,3.7555555555555555,7.01,5.93,5.25,4.74,4.3,3.91,3.53,3.13,2.65,5.42,5.12,4.91,4.74,4.59,4.44,4.28,4.11,3.88,"Steven Cruz","23165",674444
"Mitch Spence","KCR",0.7859,0.7815,0,4.1433,16,0,0,0.666,,16,68.056,16.6764,7.9709,7.36587,2.00711,4.2293,0.4296,0.6572,13.138,7.39012,2.37898,3.10642,1.129,0.193047,0.0621444,0.1309024877846241,0.263994,1.30661,0.305455,0.714798,0.457856,,4.03988,0.073249,0.0547407,999,,,,,,,64.60000000000001,4.0375000000000005,69,4.3125,8.02,6.19,5.13,4.38,3.77,3.25,2.77,2.29,1.77,5.12,4.88,4.72,4.58,4.46,4.34,4.21,4.07,3.88,"Mitch Spence","27707",687765
"Carlos Hernández","CLE",0.8561,0.9072,0,4.13248,18,0,0,0.6803,,18,77.32,16.4012,8.8511,8.26496,2.364,7.6132,0.5391,0.6469,18.291,9.1455,3.8066,2.40254,1.182,0.236562,0.0984635,0.1380988135933876,0.237492,1.33413,0.289995,0.732357,0.362757,,4.18682,0.0703626,0.0115575,999,,,,,,,80.00000000000003,4.444444444444446,77,4.277777777777778,7.8,6.07,5.07,4.35,3.77,3.26,2.8,2.33,1.82,5.16,4.88,4.69,4.53,4.39,4.25,4.11,3.95,3.73,"Carlos Hernandez","22713",672578
"Bradgley Rodriguez","SDP",2.5012,2.5928,0,4.20172,52,0,0,6.7983,,52,227.273,49.0269,26.2796,24.2766,6.25733,24.7955,1.442,2.5873,47.608,8.23985,4.29153,1.92003,1.083,0.209475,0.1091,0.10037489235401154,0.245269,1.41966,0.292892,0.730729,0.444247,,4.44817,0.0685246,0.0565651,999,,,,,,,223.6,4.3,222,4.269230769230769,6.79,5.78,5.15,4.67,4.26,3.88,3.51,3.13,2.67,5.4,5.07,4.85,4.67,4.5,4.34,4.18,4,3.76,"Bradgley Rodriguez","29107",699134
"Michael Fulmer","SFG",0.8816,0.8817,0,3.9297,18,0,0,0.6562,,18,77.055,16.5276,8.4694,7.8594,2.172,6.8808,0.5707,0.7722,17.9515,8.97575,3.4404,2.60893,1.086,0.23297,0.0892972,0.14367270469665527,0.238143,1.30047,0.291316,0.733469,0.388889,,3.98469,0.0680779,0.11094,999,,,,,,,80.40000000000002,4.466666666666668,80,4.444444444444445,7.54,5.83,4.85,4.14,3.57,3.08,2.63,2.19,1.7,4.99,4.7,4.5,4.34,4.2,4.05,3.91,3.74,3.53,"Michael Fulmer","13218",605242
"Connor Brogdon","CLE",2.4351,2.6586,0,4.26453,52,0,0,7.0755,,52,223.272,49.053,26.3551,24.6395,7.59778,19.846,1.441,1.9907,50.4833,8.73749,3.43488,2.54375,1.315,0.226107,0.0888871,0.1372196227312088,0.243517,1.32498,0.28918,0.730216,0.369811,,4.35273,0.0676511,0.0323675,999,,,,,,,220.99999999999997,4.249999999999999,218,4.1923076923076925,6.78,5.79,5.16,4.68,4.28,3.9,3.54,3.16,2.7,5.33,5.04,4.84,4.67,4.52,4.38,4.23,4.06,3.84,"Connor Brogdon","21205",641401
"Tyler Gilbert","CHW",1.4507,1.5859,0,4.18994,31,0,0,0.5829,,31,133.219,30.3621,15.4882,14.432,4.43989,11.1266,1.1389,1.2559,27.4401,7.96648,3.2303,2.46617,1.289,0.205977,0.0835211,0.12245625257492065,0.251266,1.33835,0.291403,0.737125,0.386215,,4.425,0.0669553,0.117019,999,,,,,,,124.19999999999999,4.006451612903225,125,4.032258064516129,7.23,5.93,5.14,4.55,4.06,3.63,3.21,2.78,2.29,5.24,4.96,4.77,4.61,4.46,4.32,4.18,4.01,3.8,"Tyler Gilbert","17964",656457
"Craig Kimbrel","NYM",1.7387,1.5922,0,3.91299,34,0,0,0.7173,,34,145.798,28.1447,15.8425,14.7824,4.28022,16.2316,0.8249,1.7404,39.0606,10.3396,4.2966,2.40645,1.133,0.267909,0.111329,0.1565796509385109,0.22018,1.30519,0.282469,0.743378,0.351994,,4.05977,0.0669445,0.133712,999,,,,,,,157.60000000000002,4.635294117647059,146,4.294117647058823,6.74,5.53,4.8,4.25,3.79,3.38,3,2.6,2.13,4.92,4.64,4.45,4.3,4.16,4.02,3.88,3.72,3.51,"Craig Kimbrel","6655",518886
"Alex Carrillo","NYM",1.0067,0.9526,0,4.02941,20,0,0,0.7173,,20,86.356,17.646,9.6332,8.95424,2.57111,9.3117,0.52,0.8605,20.8953,9.40289,4.19026,2.24398,1.157,0.241967,0.107829,0.13413774967193604,0.231624,1.34789,0.285957,0.74169,0.38519,,4.24266,0.0667017,0.0172669,999,,,,,,,80.3,4.015,77,3.85,7.57,5.93,4.97,4.28,3.72,3.23,2.78,2.33,1.83,5.2,4.87,4.64,4.45,4.29,4.12,3.96,3.77,3.53,"Alex Carrillo","26463",692024
"Cionel Pérez","WSN",2.7108,2.8728,0,3.94178,57,0,1.153,11.2073,,57,248.474,53.8565,27.3054,24.9646,5.33267,28.8136,1.5229,2.7007,50.3362,7.94782,4.54952,1.74696,0.842,0.202581,0.115962,0.08661912381649017,0.248233,1.45035,0.300847,0.73619,0.495536,,4.24382,0.0665631,0.343762,999,,,,,,,272.9,4.787719298245614,273,4.7894736842105265,6.39,5.46,4.88,4.43,4.05,3.7,3.35,3,2.56,5.05,4.77,4.58,4.42,4.28,4.14,3.99,3.83,3.62,"Cionel Perez","19614",672335
"Paxton Schultz","WSN",1.9312,2.1828,0,4.30102,42,0,0,0.6515,,42,180.645,40.4037,21.4768,20.0714,6.16933,15.4612,1.0561,1.4356,38.046,8.15271,3.31311,2.46074,1.322,0.210612,0.0855889,0.12502312660217285,0.246743,1.33012,0.286401,0.728132,0.367404,,4.43989,0.0660179,0.141059,999,,,,,,,165,3.9285714285714284,164,3.9047619047619047,7.03,5.92,5.23,4.71,4.27,3.86,3.48,3.07,2.59,5.34,5.06,4.87,4.71,4.57,4.43,4.28,4.12,3.91,"Paxton Schultz","25501",687606
"Tyler Ferguson","ATH",2.5541,2.54,0,4.24514,52,0,1.017,6.4401,,52,226.58,48.2094,26.3753,24.5275,6.656,24.4624,1.4594,2.6131,51.204,8.86223,4.23388,2.09317,1.152,0.225986,0.107964,0.11802275478839874,0.241646,1.39753,0.293364,0.730766,0.401607,,4.3918,0.0659021,0.179245,999,,,,,,,223.90000000000003,4.305769230769231,219,4.211538461538462,6.99,5.88,5.19,4.67,4.23,3.83,3.44,3.04,2.56,5.31,5.03,4.84,4.68,4.53,4.39,4.25,4.08,3.86,"Tyler Ferguson","19481",621053
"Austin Gomber","TEX",0.4752,0.6227,0.5713,4.87029,1.62,1.62,0,0,,8.8507,38.348,9.7068,5.101,4.7895,1.56067,2.4483,0.0533,0.2418,6.3713,6.47878,2.4896,2.60234,1.587,0.166144,0.0638443,0.1023000031709671,0.27222,1.37335,0.293809,0.707521,0.365951,,4.89957,0.065501,0.0481878,999,,,,,,,22.000000000000007,2.444444444444445,25,2.7777777777777777,9.92,7.31,5.87,4.86,4.08,3.42,2.84,2.28,1.68,5.87,5.61,5.44,5.29,5.16,5.03,4.9,4.74,4.54,"Austin Gomber","16561",596295
"Marco Raya","MIN",1.0643,1.0909,0,4.13614,22,0,0,0.6268,,22,95.403,21.4365,10.9559,10.1106,2.45667,9.0959,0.5789,1.0426,19.9747,8.17147,3.72105,2.19601,1.005,0.209372,0.0953419,0.11402997374534607,0.251412,1.38784,0.302067,0.722565,0.457108,,4.15344,0.06507,0.0433946,999,,,,,,,97.60000000000002,4.436363636363637,98,4.454545454545454,7.62,6.06,5.14,4.47,3.92,3.43,2.98,2.53,2.01,5.21,4.94,4.75,4.59,4.45,4.31,4.17,4.01,3.8,"Marco Raya","sa3014550",694397
"Héctor Neris","KCR",1.0576,1.0976,0,4.39414,22,0,0,0.666,,22,95.321,20.441,11.4449,10.7412,3.08,9.6195,0.5368,0.9755,22.3116,9.12747,3.93525,2.31941,1.26,0.234068,0.100917,0.1331511288881302,0.24126,1.36639,0.292596,0.722978,0.348477,,4.37158,0.0650222,0.0760464,999,,,,,,,88.9,4.040909090909091,86,3.909090909090909,7.89,6.31,5.37,4.68,4.12,3.62,3.15,2.68,2.15,5.45,5.16,4.96,4.79,4.65,4.5,4.35,4.18,3.96,"Hector Neris","11804",593576
"Kyle Hart","SDP",1.7341,1.6947,0,3.96622,35,0,0,0.6537,,35,149.254,34.0271,16.6621,15.4242,4.60833,11.1648,0.853,1.5769,31.4516,8.08755,2.87095,2.81703,1.185,0.210725,0.074804,0.13592131435871124,0.24926,1.2912,0.292863,0.736439,0.414733,,4.14171,0.0645762,0.0908523,999,,,,,,,136.1,3.8885714285714283,137,3.914285714285714,6.81,5.62,4.9,4.35,3.9,3.49,3.1,2.7,2.23,4.95,4.7,4.53,4.38,4.25,4.13,4,3.85,3.65,"Kyle Hart","19646",606996
"Philip Abner","ARI",0.9973,0.962,0,4.08417,20,0,0,0.6573,,20,86.468,19.4802,9.8187,9.07593,2.26,8.1594,0.5215,0.8542,18.0917,8.14126,3.67173,2.21728,1.017,0.20923,0.0943632,0.11486676335334778,0.251505,1.38198,0.301565,0.728109,0.431597,,4.14701,0.0635148,0.0656299,999,,,,,,,87,4.35,87,4.35,7.67,6.03,5.07,4.37,3.8,3.31,2.85,2.4,1.88,5.26,4.94,4.72,4.54,4.37,4.22,4.05,3.87,3.63,"Philip Abner","33821",691769
"Brody Hopkins","TBR",0.475,0.6458,0.6808,4.60543,1.62,1.62,0,0,,9.234,40.768,9.0851,5.0919,4.72517,1.23736,4.2916,0.0373,0.5639,7.8778,7.67817,4.18285,1.83563,1.206,0.193235,0.105269,0.08796603232622147,0.252979,1.44864,0.292855,0.711484,0.437517,,4.74836,0.0633871,0.0557179,999,,,,,,,31.900000000000013,3.544444444444446,33,3.6666666666666665,9.52,7,5.61,4.64,3.89,3.26,2.69,2.16,1.59,5.76,5.46,5.25,5.08,4.93,4.78,4.62,4.45,4.21,"Brody Hopkins","sa3023515",811315
"Elvis Alvarado","ATH",2.8256,2.8562,0,4.3202,58,0,3.052,10.4828,,58,253.275,53.2944,29.9093,27.8413,7.60444,28.7011,1.5278,2.7721,57.7946,8.96813,4.45362,2.01367,1.18,0.228189,0.11332,0.11486922949552536,0.240279,1.41372,0.29213,0.730017,0.401607,,4.47459,0.0622754,0.0995649,745.989990234375,,,,,,,268.00000000000006,4.620689655172415,261,4.5,6.79,5.84,5.24,4.77,4.38,4.02,3.66,3.28,2.83,5.44,5.14,4.93,4.76,4.6,4.45,4.3,4.12,3.89,"Elvis Alvarado","21662",665660
"Paul Sewald","ARI",2.8189,2.8629,0,4.39226,58,0,7.912,9.9624,,58,248.82,54.9266,30.0017,28.3057,8.816,20.2597,1.852,2.8602,57.3996,8.90683,3.14375,2.83319,1.368,0.230687,0.0814231,0.1492641270160675,0.243361,1.29632,0.289123,0.718997,0.301929,,4.3277,0.0606969,0.0895825,563.9600219726562,,,,,,,300.50000000000006,5.181034482758622,298,5.137931034482759,6.8,5.85,5.25,4.79,4.39,4.03,3.67,3.3,2.84,5.44,5.14,4.94,4.77,4.62,4.47,4.32,4.14,3.92,"Paul Sewald","13892",623149
"Landon Knack","LAD",1.2003,1.2652,0.5052,4.71812,15.62,1.62,0,0.7772,,22.8029,98.6,22.4341,12.6985,11.9541,4.07919,8.4871,0.3487,0.7693,20.9054,8.25108,3.34974,2.4632,1.61,0.212022,0.0860761,0.12594623863697052,0.251099,1.35602,0.285196,0.722826,0.352008,,4.84491,0.0599967,0.014469,999,,,,,,,82.8,3.6,82,3.5652173913043477,9.24576,6.99097,5.70972,4.81093,4.0953,3.48512,2.93651,2.39791,1.81316,5.702,5.44428,5.26428,5.11656,4.98269,4.85497,4.72111,4.56725,4.35953,"Landon Knack","27487",689017
"Hunter Stratton","ATL",1.4808,1.4581,0,4.24279,30,0,0,0.6487,,30,128.921,29.5374,15.1972,14.1426,4.03667,10.4752,0.7102,1.3824,27.4535,8.23605,3.14256,2.62081,1.211,0.212948,0.0812529,0.13169537484645844,0.25232,1.33375,0.297999,0.722191,0.407573,,4.23989,0.0597189,0.0939917,999,,,,,,,119.80000000000001,3.9933333333333336,123,4.1,7.36,6.03,5.22,4.61,4.11,3.67,3.24,2.81,2.3,5.35,5.05,4.84,4.67,4.52,4.37,4.22,4.05,3.82,"Hunter Stratton","23455",676702
"Derek Law","ARI",1.1917,1.1595,0,4.11241,24,0,0,0.6573,,24,103.226,24.1647,11.8862,10.9664,2.64267,8.5679,0.4958,0.9182,20.9262,7.84733,3.21296,2.4424,0.991,0.202722,0.0830014,0.11972081661224365,0.257785,1.36386,0.306708,0.718028,0.457235,,4.00849,0.0589453,0.0788817,999,,,,,,,94.30000000000001,3.929166666666667,97,4.041666666666667,7.49,6,5.11,4.46,3.93,3.45,3.01,2.57,2.06,5.24,4.94,4.74,4.57,4.42,4.27,4.12,3.95,3.72,"Derek Law","13133",571882
"Evan Reifert","TBR",0.4897,0.4899,0,3.81283,10,0,0,0.6597,,10,43.029,8.6329,4.5931,4.23648,1.10111,4.8077,0.2611,0.4478,10.9704,9.87336,4.32693,2.28184,0.991,0.254954,0.111732,0.14322199672460556,0.228544,1.34406,0.293043,0.743547,0.426958,,3.94915,0.0585561,0.0177215,999,,,,,,,49.300000000000004,4.930000000000001,48,4.8,8.13,5.86,4.63,3.79,3.14,2.6,2.13,1.68,1.21,4.96,4.64,4.42,4.25,4.09,3.93,3.77,3.6,3.36,"Evan Reifert","sa3014860",682126
"Jake Bennett","BOS",1.1649,1.1862,0,4.19212,24,0,0,0.6763,,24,103.493,24.8843,12.1176,11.179,2.872,8.1301,0.628,0.9418,19.17,7.18875,3.04879,2.3579,1.077,0.18523,0.078557,0.10667292028665543,0.263546,1.3756,0.304125,0.720738,0.46202,,4.22729,0.0583521,0.0909416,999,,,,,,,90.70000000000002,3.7791666666666672,96,4,7.62,6.11,5.21,4.55,4.01,3.53,3.08,2.63,2.11,5.39,5.06,4.84,4.66,4.5,4.34,4.18,4,3.76,"Jake Bennett","sa3020737",687562
"Bobby Miller","LAD",1.1405,1.0148,0,4.0927,22,0,0,0.7772,,22,94.299,20.4711,10.8016,10.0044,2.93089,8.9549,0.58,0.908,21.7578,8.90092,3.66337,2.42971,1.199,0.230732,0.0949628,0.13576918095350266,0.242445,1.33755,0.293573,0.735481,0.438029,,4.23398,0.0568461,0.0674886,999,,,,,,,91.9,4.177272727272728,89,4.045454545454546,7.53,5.98,5.07,4.4,3.86,3.38,2.93,2.49,1.98,5.1,4.85,4.67,4.52,4.39,4.26,4.13,3.97,3.77,"Bobby Miller","27483",676272
"Duncan Davitt","CHW",0.938,1.0211,0,4.15918,20,0,0,0.5829,,20,85.034,19.915,9.9505,9.24262,2.85333,5.7822,0.516,0.9484,16.6851,7.5083,2.60199,2.8856,1.284,0.196217,0.0679987,0.1282181367278099,0.254331,1.28486,0.290337,0.72557,0.414354,,4.33088,0.0561622,0.0422134,999,,,,,,,76.1,3.8049999999999997,78,3.9,7.73,6.1,5.14,4.44,3.87,3.38,2.92,2.46,1.94,5.17,4.91,4.73,4.58,4.45,4.32,4.18,4.03,3.83,"Duncan Davitt","sa3020394",701474
"McCade Brown","COL",1.1732,1.8005,0.8703,5.29638,11.24,3.24,0,0.6093,,25.487,113.241,26.7948,15.8985,14.9987,4.34978,11.0883,0.272,1.4241,23.0682,8.14587,3.91551,2.08041,1.536,0.203709,0.0979177,0.10579118877649307,0.26601,1.48637,0.306163,0.691483,0.376978,,5.01641,0.0560346,0.0818748,999,,,,,,,79.60000000000001,3.184,87,3.48,9.81394,7.6497,6.4067,5.5002,4.77881,4.15625,3.58312,3.01253,2.37078,6.5232,6.17947,5.94261,5.74889,5.57203,5.40517,5.22831,5.02459,4.76086,"McCade Brown","30004",685326
"Peyton Gray","TEX",0.7826,0.7848,0,4.11881,16,0,0,0.6589,,16,68.581,15.3267,7.8912,7.32233,2.05689,6.0363,0.4162,0.6176,15.2029,8.55163,3.39542,2.51858,1.157,0.221678,0.0880171,0.1336609125137329,0.247496,1.33519,0.297081,0.728861,0.419072,,4.1536,0.0559157,0.0163525,999,,,,,,,67.80000000000001,4.237500000000001,67,4.1875,7.99,6.14,5.08,4.32,3.71,3.19,2.71,2.24,1.72,5.29,4.96,4.74,4.56,4.39,4.23,4.07,3.89,3.65,"Peyton Gray","sa3008046",682608
"Yuki Matsui","SDP",2.3613,2.341,0,4.05628,48,0,0,4.1836,,48,206.363,43.45,23.1853,21.6335,6.58667,21.2587,1.4185,1.4419,49.3205,9.24759,3.98601,2.32001,1.235,0.238999,0.103016,0.1359826996922493,0.236575,1.3481,0.288547,0.74834,0.36204,,4.28279,0.0553071,0.156915,999,,,,,,,205.3,4.277083333333334,197,4.104166666666667,6.59,5.57,4.94,4.45,4.04,3.67,3.31,2.93,2.48,5.09,4.81,4.61,4.45,4.31,4.17,4.03,3.87,3.66,"Yuki Matsui","33826",673513
"Doug Nikhazy","CLE",1.6314,1.9333,0.6092,4.37424,26.62,1.62,0,0.6803,,34.1273,148.475,32.7972,17.7854,16.5868,4.98259,14.5912,0.6866,1.2167,30.5123,8.04666,3.84797,2.09114,1.314,0.205505,0.0982738,0.10723084956407547,0.247214,1.38858,0.28624,0.732516,0.377492,,4.6346,0.0548592,0.0141883,999,,,,,,,122.30000000000003,3.5970588235294123,123,3.6176470588235294,8.12862,6.3764,5.36128,4.61768,4.02814,3.50733,3.02721,2.55244,2.01837,5.41663,5.14128,4.95861,4.79594,4.66059,4.52059,4.37791,4.22256,4.00721,"Doug Nikhazy","30142",680951
"Seth Halvorsen","COL",1.8857,2.2279,0,4.77588,42,0,0,0.6093,,42,185.594,43.7847,23.9429,22.2874,5.586,19.3415,1.1067,1.7394,37.4283,8.02035,4.14461,1.93513,1.197,0.201668,0.104214,0.09745358675718307,0.266147,1.503,0.314396,0.708484,0.461338,,4.58762,0.0545235,0.118154,695.3099975585938,,,,,,,137.6,3.276190476190476,147,3.5,7.48,6.44,5.79,5.28,4.84,4.45,4.06,3.64,3.14,6.01,5.68,5.45,5.26,5.09,4.92,4.75,4.56,4.31,"Seth Halvorsen","33294",678020
"Osvaldo Bido","NYY",0.797,0.7704,0,4.13559,16,0,0,0.691,,16,67.969,14.6499,7.8371,7.35216,2.43378,5.3011,0.4871,0.9001,15.585,8.76656,2.98187,2.93996,1.369,0.229296,0.0779929,0.15130279958248138,0.237177,1.24694,0.279232,0.732236,0.337421,,4.32718,0.0543888,0.00311833,999,,,,,,,72.80000000000001,4.550000000000001,72,4.5,7.92,6.09,5.05,4.29,3.69,3.17,2.7,2.24,1.72,5.08,4.83,4.65,4.51,4.38,4.25,4.12,3.97,3.77,"Osvaldo Bido","23150",674370
"Yosver Zulueta","SEA",1.2366,1.1146,0,3.58784,24,0,0,0.65,,24,103.27,21.4871,10.5471,9.56757,2.17333,10.8988,0.6056,1.283,23.6581,8.87179,4.08705,2.17071,0.815,0.22909,0.105537,0.1235528215765953,0.235893,1.34941,0.295966,0.744253,0.512846,,3.86358,0.0534365,0.0448223,999,,,,,,,114.40000000000003,4.766666666666668,110,4.583333333333333,6.8,5.38,4.54,3.92,3.43,2.99,2.59,2.19,1.73,4.67,4.4,4.21,4.06,3.92,3.78,3.65,3.49,3.29,"Yosver Zulueta","27765",691172
"Bryce Montes de Oca","WSN",0.3009,0.2869,0,3.57777,6,0,0,0.6515,,6,25.467,4.9208,2.5823,2.38518,0.64,2.7952,0.1535,0.2556,7.1511,10.7267,4.1928,2.55835,0.96,0.280799,0.109758,0.17104096710681915,0.21952,1.286,0.292702,0.752742,0.403847,,3.6635,0.0534308,0.0200208,999,,,,,,,28.10000000000001,4.6833333333333345,26,4.333333333333333,8.23,5.51,4.12,3.22,2.55,2.02,1.58,1.18,0.79,4.72,4.39,4.17,3.98,3.82,3.66,3.5,3.33,3.09,"Bryce Montes de Oca","21319",656755
"Pedro Avila","CLE",1.8441,2.2117,0.611,4.41741,31.62,1.62,0,0.6803,,39.1507,170.989,39.8989,20.7433,19.2161,5.04609,15.4651,0.7386,1.8156,33.3498,7.66648,3.55513,2.15646,1.16,0.195041,0.090445,0.1045956090092659,0.259575,1.41413,0.302247,0.716793,0.45007,,4.4312,0.0508797,-0.0338413,999,,,,,,,142.10000000000002,3.643589743589744,149,3.8205128205128207,8.01237,6.39787,5.44062,4.74479,4.17701,3.67793,3.21819,2.74781,2.2121,5.50296,5.22829,5.03595,4.88127,4.73894,4.5966,4.45426,4.29192,4.07725,"Pedro Avila","18864",658648
"Sean Sullivan","COL",0.4364,0.6864,0.5658,5.2509,1.62,1.62,0,0,,9.234,40.482,10.4641,5.7214,5.38742,1.70008,2.7241,0.0371,0.4046,6.7981,6.62583,2.65507,2.49554,1.657,0.167929,0.0672916,0.10063732415437698,0.280139,1.42822,0.303725,0.690853,0.381011,,5.07265,0.0508331,0.0406556,999,,,,,,,21.000000000000007,2.333333333333334,24,2.6666666666666665,10.43,7.81,6.34,5.31,4.49,3.8,3.18,2.58,1.93,6.43,6.11,5.89,5.7,5.54,5.38,5.21,5.02,4.77,"Sean Sullivan","sa3023162",807743
"Franco Aleman","CLE",1.0565,1.0986,0,4.02008,22,0,0,0.6803,,22,94.787,20.036,10.6136,9.82686,2.68156,9.5764,0.5752,1.0618,22.489,9.20005,3.91762,2.34838,1.097,0.237258,0.101031,0.1362275406718254,0.238102,1.34602,0.294252,0.73473,0.422366,,4.1259,0.0505382,0.0138165,999,,,,,,,88.9,4.040909090909091,86,3.909090909090909,7.45,5.9,4.98,4.31,3.77,3.3,2.85,2.41,1.91,5.16,4.85,4.63,4.46,4.3,4.14,3.99,3.81,3.58,"Franco Aleman","sa3018178",680916
"Luis Perales","WSN",0.8056,0.8597,0,4.02964,17,0,0,0.6515,,17,73.055,15.3508,8.2017,7.61154,2.108,7.5132,0.4433,0.6912,16.9803,8.98957,3.97758,2.26006,1.116,0.232432,0.102843,0.12958867847919464,0.23671,1.34494,0.289382,0.736325,0.401441,,4.19729,0.0480765,0.107899,999,,,,,,,73.20000000000002,4.305882352941177,70,4.117647058823529,7.77,6,4.97,4.24,3.65,3.14,2.68,2.22,1.71,5.18,4.86,4.64,4.46,4.3,4.14,3.98,3.8,3.56,"Luis Perales","sa3014677",691384
